CODPROV;CODMUN;NOMBRE;VIVTUR21;PLA21;PLAVT21
44;44136;Lidón;0;0;0
44;44137;Linares de Mora;2;19;9.5
44;44138;Loscos;1;11;11
44;44141;Lledó;1;7;7
44;44142;Maicas;0;0;0
44;44143;Manzanera;3;21;7
44;44144;Martín del Río;0;0;0
44;44145;Mas de las Matas;1;4;4
44;44146;Mata de los Olmos, La;2;12;6
44;44147;Mazaleón;0;0;0
44;44148;Mezquita de Jarque;0;0;0
44;44149;Mirambel;0;0;0
44;44150;Miravete de la Sierra;0;0;0
44;44151;Molinos;0;0;0
44;44152;Monforte de Moyuela;0;0;0
44;44153;Monreal del Campo;2;9;4.5
44;44154;Monroyo;0;0;0
44;44155;Montalbán;0;0;0
44;44156;Monteagudo del Castillo;0;0;0
44;44157;Monterde de Albarracín;0;0;0
44;44158;Mora de Rubielos;25;164;6.56
44;44159;Moscardón;2;14;7
44;44160;Mosqueruela;3;11;3.67
44;44161;Muniesa;0;0;0
44;44163;Noguera de Albarracín;4;24;6
44;44164;Nogueras;1;6;6
44;44165;Nogueruelas;3;29;9.67
44;44167;Obón;0;0;0
44;44168;Odón;0;0;0
44;44169;Ojos Negros;1;6;6
44;44171;Olba;7;44;6.29
44;44172;Oliete;0;0;0
44;44173;Olmos, Los;0;0;0
44;44174;Orihuela del Tremedal;7;35;5
44;44175;Orrios;0;0;0
44;44176;Palomar de Arroyos;0;0;0
44;44177;Pancrudo;1;8;8
44;44178;Parras de Castellote, Las;0;0;0
44;44179;Peñarroya de Tastavins;7;36;5.14
44;44180;Peracense;0;0;0
44;44181;Peralejos;2;12;6
44;44182;Perales del Alfambra;0;0;0
44;44183;Pitarque;0;0;0
44;44184;Plou;0;0;0
44;44185;Pobo, El;1;8;8
44;44187;Portellada, La;2;4;2
44;44189;Pozondón;0;0;0
44;44190;Pozuel del Campo;0;0;0
44;44191;Puebla de Híjar, La;12;44;3.67
44;44192;Puebla de Valverde, La;2;14;7
44;44193;Puertomingalvo;3;18;6
44;44194;Ráfales;3;9;3
44;44195;Rillo;1;5;5
44;44196;Riodeva;0;0;0
44;44197;Ródenas;0;0;0
44;44198;Royuela;0;0;0
44;44199;Rubiales;0;0;0
44;44200;Rubielos de la Cérida;0;0;0
44;44201;Rubielos de Mora;18;101;5.61
44;44203;Salcedillo;0;0;0
44;44204;Saldón;0;0;0
44;44205;Samper de Calanda;1;10;10
44;44206;San Agustín;3;18;6
44;44207;San Martín del Río;0;0;0
44;44208;Santa Cruz de Nogueras;0;0;0
44;44209;Santa Eulalia;0;0;0
44;44210;Sarrión;0;0;0
44;44211;Segura de los Baños;0;0;0
44;44212;Seno;0;0;0
44;44213;Singra;0;0;0
44;44215;Terriente;1;10;10
44;44216;Teruel;112;650;5.8
44;44217;Toril y Masegoso;0;0;0
44;44218;Tormón;0;0;0
44;44219;Tornos;1;5;5
44;44220;Torralba de los Sisones;0;0;0
44;44221;Torrecilla de Alcañiz;0;0;0
44;44222;Torrecilla del Rebollar;0;0;0
44;44223;Torre de Arcas;1;3;3
44;44224;Torre de las Arcas;0;0;0
44;44225;Torre del Compte;0;0;0
44;44226;Torrelacárcel;2;21;10.5
44;44227;Torre los Negros;0;0;0
44;44228;Torremocha de Jiloca;0;0;0
44;44229;Torres de Albarracín;1;8;8
44;44230;Torrevelilla;1;8;8
44;44231;Torrijas;0;0;0
44;44232;Torrijo del Campo;1;10;10
44;44234;Tramacastiel;0;0;0
44;44235;Tramacastilla;0;0;0
44;44236;Tronchón;3;18;6
44;44237;Urrea de Gaén;2;10;5
44;44238;Utrillas;0;0;0
44;44239;Valacloche;0;0;0
44;44240;Valbona;2;12;6
44;44241;Valdealgorfa;5;47;9.4
44;44243;Valdecuenca;0;0;0
44;44244;Valdelinares;15;80;5.33
44;44245;Valdeltormo;0;0;0
44;44246;Valderrobres;24;120;5
44;44247;Valjunquera;1;2;2
44;44249;Vallecillo, El;2;14;7
44;44250;Veguillas de la Sierra;0;0;0
44;44251;Villafranca del Campo;0;0;0
44;44252;Villahermosa del Campo;0;0;0
44;44256;Villanueva del Rebollar de la Sierra;0;0;0
44;44257;Villar del Cobo;0;0;0
44;44258;Villar del Salz;0;0;0
44;44260;Villarluengo;0;0;0
44;44261;Villarquemado;1;11;11
44;44262;Villarroya de los Pinares;5;28;5.6
44;44263;Villastar;3;16;5.33
44;44264;Villel;11;50;4.55
44;44265;Vinaceite;0;0;0
44;44266;Visiedo;0;0;0
44;44267;Vivel del Río Martín;0;0;0
44;44268;Zoma, La;0;0;0
47;47001;Adalia;0;0;0
47;47002;Aguasal;0;0;0
47;47003;Aguilar de Campos;0;0;0
47;47004;Alaejos;0;0;0
47;47005;Alcazarén;0;0;0
47;47006;Aldea de San Miguel;0;0;0
47;47007;Aldeamayor de San Martín;5;31;6.2
47;47008;Almenara de Adaja;0;0;0
47;47009;Amusquillo;0;0;0
47;47010;Arroyo de la Encomienda;10;53;5.3
47;47011;Ataquines;1;12;12
47;47012;Bahabón;0;0;0
47;47013;Barcial de la Loma;0;0;0
47;47014;Barruelo del Valle;0;0;0
47;47015;Becilla de Valderaduey;0;0;0
47;47016;Benafarces;0;0;0
47;47017;Bercero;0;0;0
47;47018;Berceruelo;0;0;0
47;47019;Berrueces;0;0;0
47;47020;Bobadilla del Campo;0;0;0
47;47021;Bocigas;1;12;12
47;47022;Bocos de Duero;0;0;0
47;47023;Boecillo;4;14;3.5
47;47024;Bolaños de Campos;1;10;10
47;47025;Brahojos de Medina;0;0;0
47;47026;Bustillo de Chaves;0;0;0
47;47027;Cabezón de Pisuerga;2;7;3.5
47;47028;Cabezón de Valderaduey;0;0;0
47;47029;Cabreros del Monte;0;0;0
47;47030;Campaspero;1;7;7
47;47031;Campillo, El;2;19;9.5
47;47032;Camporredondo;0;0;0
47;47033;Canalejas de Peñafiel;3;30;10
47;47034;Canillas de Esgueva;0;0;0
47;47035;Carpio;0;0;0
47;47036;Casasola de Arión;0;0;0
47;47037;Castrejón de Trabancos;0;0;0
47;47038;Castrillo de Duero;0;0;0
47;47039;Castrillo-Tejeriego;0;0;0
47;47040;Castrobol;0;0;0
47;47041;Castrodeza;1;4;4
47;47042;Castromembibre;0;0;0
47;47043;Castromonte;1;8;8
47;47044;Castronuevo de Esgueva;0;0;0
47;47045;Castronuño;4;51;12.75
47;47046;Castroponce;0;0;0
47;47047;Castroverde de Cerrato;0;0;0
47;47048;Ceinos de Campos;0;0;0
47;47049;Cervillego de la Cruz;0;0;0
47;47050;Cigales;2;7;3.5
47;47051;Ciguñuela;0;0;0
47;47052;Cistérniga;0;0;0
47;47053;Cogeces de Íscar;1;8;8
47;47054;Cogeces del Monte;0;0;0
47;47055;Corcos;0;0;0
47;47056;Corrales de Duero;0;0;0
47;47057;Cubillas de Santa Marta;1;10;10
47;47058;Cuenca de Campos;0;0;0
47;47059;Curiel de Duero;5;37;7.4
47;47060;Encinas de Esgueva;0;0;0
47;47061;Esguevillas de Esgueva;0;0;0
47;47062;Fombellida;0;0;0
47;47063;Fompedraza;2;7;3.5
47;47064;Fontihoyuelo;0;0;0
47;47065;Fresno el Viejo;0;0;0
47;47066;Fuensaldaña;1;7;7
47;47067;Fuente el Sol;0;0;0
47;47068;Fuente-Olmedo;2;4;2
47;47069;Gallegos de Hornija;0;0;0
47;47070;Gatón de Campos;0;0;0
47;47071;Geria;2;15;7.5
47;47073;Herrín de Campos;0;0;0
47;47074;Hornillos de Eresma;4;22;5.5
47;47075;Íscar;0;0;0
47;47076;Laguna de Duero;4;25;6.25
47;47077;Langayo;0;0;0
47;47078;Lomoviejo;0;0;0
47;47079;Llano de Olmedo;0;0;0
47;47080;Manzanillo;0;0;0
47;47081;Marzales;0;0;0
47;47082;Matapozuelos;3;21;7
47;47083;Matilla de los Caños;0;0;0
47;47084;Mayorga;3;23;7.67
47;47085;Medina del Campo;5;27;5.4
47;47086;Medina de Rioseco;2;33;16.5
47;47087;Megeces;0;0;0
47;47088;Melgar de Abajo;0;0;0
47;47089;Melgar de Arriba;0;0;0
47;47090;Mojados;6;29;4.83
47;47091;Monasterio de Vega;0;0;0
47;47092;Montealegre de Campos;1;6;6
47;47093;Montemayor de Pililla;4;22;5.5
47;47094;Moral de la Reina;0;0;0
47;47095;Moraleja de las Panaderas;0;0;0
47;47096;Morales de Campos;0;0;0
47;47097;Mota del Marqués;0;0;0
47;47098;Mucientes;0;0;0
47;47099;Mudarra, La;0;0;0
47;47100;Muriel;0;0;0
47;47101;Nava del Rey;0;0;0
47;47102;Nueva Villa de las Torres;0;0;0
47;47103;Olivares de Duero;0;0;0
47;47104;Olmedo;9;51;5.67
47;47105;Olmos de Esgueva;0;0;0
47;47106;Olmos de Peñafiel;2;8;4
47;47109;Palazuelo de Vedija;1;9;9
47;47110;Parrilla, La;3;28;9.33
47;47111;Pedraja de Portillo, La;0;0;0
47;47112;Pedrajas de San Esteban;1;8;8
47;47113;Pedrosa del Rey;0;0;0
47;47114;Peñafiel;13;51;3.92
47;47115;Peñaflor de Hornija;0;0;0
47;47116;Pesquera de Duero;3;8;2.67
47;47117;Piña de Esgueva;2;24;12
47;47118;Piñel de Abajo;0;0;0
47;47119;Piñel de Arriba;0;0;0
47;47121;Pollos;0;0;0
47;47122;Portillo;0;0;0
47;47123;Pozal de Gallinas;0;0;0
47;47124;Pozaldez;0;0;0
47;47125;Pozuelo de la Orden;0;0;0
47;47126;Puras;0;0;0
47;47127;Quintanilla de Arriba;0;0;0
47;47128;Quintanilla del Molar;0;0;0
47;47129;Quintanilla de Onésimo;1;2;2
47;47130;Quintanilla de Trigueros;0;0;0
47;47131;Rábano;0;0;0
47;47132;Ramiro;0;0;0
47;47133;Renedo de Esgueva;1;8;8
47;47134;Roales de Campos;0;0;0
47;47135;Robladillo;0;0;0
47;47137;Roturas;0;0;0
47;47138;Rubí de Bracamonte;0;0;0
47;47139;Rueda;1;5;5
47;47140;Saelices de Mayorga;0;0;0
47;47141;Salvador de Zapardiel;0;0;0
47;47142;San Cebrián de Mazote;0;0;0
47;47143;San Llorente;0;0;0
47;47144;San Martín de Valvení;0;0;0
47;47145;San Miguel del Arroyo;0;0;0
47;47146;San Miguel del Pino;0;0;0
47;47147;San Pablo de la Moraleja;0;0;0
47;47148;San Pedro de Latarce;0;0;0
47;47149;San Pelayo;0;0;0
47;47150;San Román de Hornija;0;0;0
47;47151;San Salvador;0;0;0
47;47152;Santa Eufemia del Arroyo;1;7;7
47;47153;Santervás de Campos;0;0;0
47;47154;Santibáñez de Valcorba;0;0;0
47;47155;Santovenia de Pisuerga;2;17;8.5
47;47156;San Vicente del Palacio;0;0;0
47;47157;Sardón de Duero;4;45;11.25
47;47158;Seca, La;2;18;9
47;47159;Serrada;0;0;0
47;47160;Siete Iglesias de Trabancos;0;0;0
47;47161;Simancas;5;27;5.4
47;47162;Tamariz de Campos;0;0;0
47;47163;Tiedra;1;9;9
47;47164;Tordehumos;0;0;0
47;47165;Tordesillas;19;110;5.79
47;47166;Torrecilla de la Abadesa;0;0;0
47;47167;Torrecilla de la Orden;0;0;0
47;47168;Torrecilla de la Torre;0;0;0
47;47169;Torre de Esgueva;0;0;0
47;47170;Torre de Peñafiel;0;0;0
47;47171;Torrelobatón;1;5;5
47;47172;Torrescárcela;1;1;1
47;47173;Traspinedo;2;13;6.5
47;47174;Trigueros del Valle;0;0;0
47;47175;Tudela de Duero;5;33;6.6
47;47176;Unión de Campos, La;0;0;0
47;47177;Urones de Castroponce;0;0;0
47;47178;Urueña;3;28;9.33
47;47179;Valbuena de Duero;1;7;7
47;47180;Valdearcos de la Vega;0;0;0
47;47181;Valdenebro de los Valles;0;0;0
47;47182;Valdestillas;0;0;0
47;47183;Valdunquillo;0;0;0
47;47184;Valoria la Buena;1;12;12
47;47185;Valverde de Campos;0;0;0
47;47186;Valladolid;246;844;3.43
47;47187;Vega de Ruiponce;0;0;0
47;47188;Vega de Valdetronco;0;0;0
47;47189;Velascálvaro;0;0;0
47;47190;Velilla;0;0;0
47;47191;Velliza;3;14;4.67
47;47192;Ventosa de la Cuesta;0;0;0
47;47193;Viana de Cega;2;15;7.5
47;47194;Viloria;1;16;16
47;47195;Villabáñez;2;22;11
47;47196;Villabaruz de Campos;0;0;0
47;47197;Villabrágima;0;0;0
47;47198;Villacarralón;0;0;0
47;47199;Villacid de Campos;0;0;0
47;47200;Villaco;0;0;0
47;47203;Villafrades de Campos;0;0;0
47;47204;Villafranca de Duero;0;0;0
47;47205;Villafrechós;0;0;0
47;47206;Villafuerte;0;0;0
47;47207;Villagarcía de Campos;0;0;0
47;47208;Villagómez la Nueva;0;0;0
47;47209;Villalán de Campos;0;0;0
47;47210;Villalar de los Comuneros;2;24;12
47;47211;Villalba de la Loma;0;0;0
47;47212;Villalba de los Alcores;0;0;0
47;47213;Villalbarba;0;0;0
47;47214;Villalón de Campos;1;4;4
47;47215;Villamuriel de Campos;0;0;0
47;47216;Villán de Tordesillas;0;0;0
47;47217;Villanubla;2;8;4
47;47218;Villanueva de Duero;0;0;0
47;47219;Villanueva de la Condesa;0;0;0
47;47220;Villanueva de los Caballeros;0;0;0
47;47221;Villanueva de los Infantes;0;0;0
47;47222;Villanueva de San Mancio;1;15;15
47;47223;Villardefrades;0;0;0
47;47224;Villarmentero de Esgueva;0;0;0
47;47225;Villasexmir;3;28;9.33
47;47226;Villavaquerín;0;0;0
47;47227;Villavellid;0;0;0
47;47228;Villaverde de Medina;0;0;0
47;47229;Villavicencio de los Caballeros;0;0;0
47;47230;Wamba;0;0;0
47;47231;Zaratán;0;0;0
47;47232;Zarza, La;0;0;0
48;48001;Abadiño;3;18;6
48;48002;Abanto y Ciérvana-Abanto Zierbena;3;10;3.33
48;48003;Amorebieta-Etxano;3;6;2
48;48004;Amoroto;4;19;4.75
48;48005;Arakaldo;0;0;0
48;48006;Arantzazu;0;0;0
48;48007;Munitibar-Arbatzegi Gerrikaitz;0;0;0
48;48008;Artzentales;1;12;12
48;48009;Arrankudiaga;5;44;8.8
48;48010;Arrieta;0;0;0
48;48011;Arrigorriaga;3;13;4.33
48;48012;Bakio;58;243;4.19
48;48013;Barakaldo;60;171;2.85
48;48014;Barrika;9;40;4.44
48;48015;Basauri;8;22;2.75
48;48016;Berango;8;60;7.5
48;48017;Bermeo;68;262;3.85
48;48018;Berriatua;1;4;4
48;48019;Berriz;3;17;5.67
48;48020;Bilbao;877;2899;3.31
48;48021;Busturia;15;75;5
48;48022;Karrantza Harana/Valle de Carranza;9;36;4
48;48023;Artea;1;4;4
48;48024;Zeanuri;2;18;9
48;48025;Zeberio;5;20;4
48;48026;Dima;6;55;9.17
48;48027;Durango;11;33;3
48;48028;Ea;14;65;4.64
48;48029;Etxebarri;0;0;0
48;48030;Etxebarria;1;4;4
48;48031;Elantxobe;7;48;6.86
48;48032;Elorrio;6;29;4.83
48;48033;Ereño;2;11;5.5
48;48034;Ermua;2;5;2.5
48;48035;Fruiz;1;4;4
48;48036;Galdakao;2;3;1.5
48;48037;Galdames;2;14;7
48;48038;Gamiz-Fika;3;20;6.67
48;48039;Garai;0;0;0
48;48040;Gatika;5;17;3.4
48;48041;Gautegiz Arteaga;10;63;6.3
48;48042;Gordexola;5;54;10.8
48;48043;Gorliz;25;114;4.56
48;48044;Getxo;106;428;4.04
48;48045;Güeñes;3;14;4.67
48;48046;Gernika-Lumo;11;41;3.73
48;48047;Gizaburuaga;3;18;6
48;48048;Ibarrangelu;9;54;6
48;48049;Ispaster;5;28;5.6
48;48050;Izurtza;0;0;0
48;48051;Lanestosa;0;0;0
48;48052;Larrabetzu;0;0;0
48;48053;Laukiz;2;6;3
48;48054;Leioa;15;45;3
48;48055;Lemoa;1;1;1
48;48056;Lemoiz;5;17;3.4
48;48057;Lekeitio;45;195;4.33
48;48058;Mallabia;3;24;8
48;48059;Mañaria;2;3;1.5
48;48060;Markina-Xemein;6;30;5
48;48061;Maruri-Jatabe;0;0;0
48;48062;Mendata;2;7;3.5
48;48063;Mendexa;3;13;4.33
48;48064;Meñaka;0;0;0
48;48065;Ugao-Miraballes;4;20;5
48;48066;Morga;0;0;0
48;48067;Muxika;1;9;9
48;48068;Mundaka;46;190;4.13
48;48069;Mungia;18;66;3.67
48;48070;Aulesti;3;17;5.67
48;48071;Muskiz;3;13;4.33
48;48072;Otxandio;5;30;6
48;48073;Ondarroa;7;35;5
48;48074;Urduña/Orduña;11;76;6.91
48;48075;Orozko;6;51;8.5
48;48076;Sukarrieta;12;60;5
48;48077;Plentzia;25;108;4.32
48;48078;Portugalete;25;108;4.32
48;48079;Errigoiti;0;0;0
48;48080;Valle de Trápaga-Trapagaran;7;20;2.86
48;48081;Lezama;3;12;4
48;48082;Santurtzi;23;86;3.74
48;48083;Ortuella;2;6;3
48;48084;Sestao;9;31;3.44
48;48085;Sopela;50;183;3.66
48;48086;Sopuerta;8;48;6
48;48087;Trucios-Turtzioz;4;38;9.5
48;48088;Ubide;0;0;0
48;48089;Urduliz;5;46;9.2
48;48090;Balmaseda;2;10;5
48;48091;Atxondo;3;16;5.33
48;48092;Bedia;0;0;0
48;48093;Areatza;1;2;2
48;48094;Igorre;0;0;0
48;48095;Zaldibar;0;0;0
48;48096;Zalla;5;21;4.2
48;48097;Zaratamo;1;8;8
48;48901;Derio;13;61;4.69
48;48902;Erandio;14;53;3.79
48;48903;Loiu;5;26;5.2
48;48904;Sondika;15;59;3.93
48;48905;Zamudio;2;4;2
48;48906;Forua;2;10;5
48;48907;Kortezubi;5;14;2.8
48;48908;Murueta;0;0;0
48;48909;Nabarniz;0;0;0
48;48910;Iurreta;4;26;6.5
48;48911;Ajangiz;2;4;2
48;48912;Alonsotegi;0;0;0
48;48913;Zierbena;4;23;5.75
48;48914;Arratzu;1;18;18
48;48915;Ziortza-Bolibar;4;20;5
49;49002;Abezames;0;0;0
49;49003;Alcañices;0;0;0
49;49004;Alcubilla de Nogales;0;0;0
49;49005;Alfaraz de Sayago;0;0;0
49;49006;Algodre;0;0;0
49;49007;Almaraz de Duero;0;0;0
49;49008;Almeida de Sayago;0;0;0
49;49009;Andavías;1;8;8
49;49010;Arcenillas;0;0;0
49;49011;Arcos de la Polvorosa;1;1;1
49;49012;Argañín;0;0;0
49;49013;Argujillo;0;0;0
49;49014;Arquillinos;0;0;0
49;49015;Arrabalde;0;0;0
49;49016;Aspariegos;1;2;2
49;49017;Asturianos;0;0;0
49;49018;Ayoó de Vidriales;0;0;0
49;49019;Barcial del Barco;0;0;0
49;49020;Belver de los Montes;0;0;0
49;49021;Benavente;6;22;3.67
49;49022;Benegiles;0;0;0
49;49023;Bermillo de Sayago;6;39;6.5
49;49024;Bóveda de Toro, La;0;0;0
49;49025;Bretó;0;0;0
49;49026;Bretocino;0;0;0
49;49027;Brime de Sog;0;0;0
49;49028;Brime de Urz;0;0;0
49;49029;Burganes de Valverde;0;0;0
49;49030;Bustillo del Oro;0;0;0
49;49031;Cabañas de Sayago;0;0;0
49;49032;Calzadilla de Tera;3;18;6
49;49033;Camarzana de Tera;0;0;0
49;49034;Cañizal;1;12;12
49;49035;Cañizo;0;0;0
49;49036;Carbajales de Alba;0;0;0
49;49037;Carbellino;0;0;0
49;49038;Casaseca de Campeán;1;8;8
49;49039;Casaseca de las Chanas;0;0;0
49;49040;Castrillo de la Guareña;0;0;0
49;49041;Castrogonzalo;0;0;0
49;49042;Castronuevo;0;0;0
49;49043;Castroverde de Campos;0;0;0
49;49044;Cazurra;0;0;0
49;49046;Cerecinos de Campos;0;0;0
49;49047;Cerecinos del Carrizal;0;0;0
49;49048;Cernadilla;0;0;0
49;49050;Cobreros;3;22;7.33
49;49052;Coomonte;1;6;6
49;49053;Coreses;1;5;5
49;49054;Corrales del Vino;0;0;0
49;49055;Cotanes del Monte;0;0;0
49;49056;Cubillos;0;0;0
49;49057;Cubo de Benavente;0;0;0
49;49058;Cubo de Tierra del Vino, El;0;0;0
49;49059;Cuelgamures;0;0;0
49;49061;Entrala;0;0;0
49;49062;Espadañedo;0;0;0
49;49063;Faramontanos de Tábara;0;0;0
49;49064;Fariza;1;2;2
49;49065;Fermoselle;16;51;3.19
49;49066;Ferreras de Abajo;0;0;0
49;49067;Ferreras de Arriba;6;66;11
49;49068;Ferreruela;0;0;0
49;49069;Figueruela de Arriba;2;18;9
49;49071;Fonfría;7;40;5.71
49;49075;Fresno de la Polvorosa;0;0;0
49;49076;Fresno de la Ribera;0;0;0
49;49077;Fresno de Sayago;0;0;0
49;49078;Friera de Valverde;0;0;0
49;49079;Fuente Encalada;0;0;0
49;49080;Fuentelapeña;0;0;0
49;49081;Fuentesaúco;0;0;0
49;49082;Fuentes de Ropel;0;0;0
49;49083;Fuentesecas;0;0;0
49;49084;Fuentespreadas;0;0;0
49;49085;Galende;27;123;4.56
49;49086;Gallegos del Pan;0;0;0
49;49087;Gallegos del Río;0;0;0
49;49088;Gamones;0;0;0
49;49090;Gema;0;0;0
49;49091;Granja de Moreruela;0;0;0
49;49092;Granucillo;0;0;0
49;49093;Guarrate;0;0;0
49;49094;Hermisende;1;6;6
49;49095;Hiniesta, La;0;0;0
49;49096;Jambrina;0;0;0
49;49097;Justel;0;0;0
49;49098;Losacino;1;8;8
49;49099;Losacio;1;16;16
49;49100;Lubián;2;27;13.5
49;49101;Luelmo;0;0;0
49;49102;Maderal, El;0;0;0
49;49103;Madridanos;0;0;0
49;49104;Mahide;4;20;5
49;49105;Maire de Castroponce;0;0;0
49;49107;Malva;0;0;0
49;49108;Manganeses de la Lampreana;1;7;7
49;49109;Manganeses de la Polvorosa;0;0;0
49;49110;Manzanal de Arriba;1;8;8
49;49111;Manzanal del Barco;0;0;0
49;49112;Manzanal de los Infantes;0;0;0
49;49113;Matilla de Arzón;0;0;0
49;49114;Matilla la Seca;0;0;0
49;49115;Mayalde;0;0;0
49;49116;Melgar de Tera;0;0;0
49;49117;Micereces de Tera;3;19;6.33
49;49118;Milles de la Polvorosa;0;0;0
49;49119;Molacillos;0;0;0
49;49120;Molezuelas de la Carballeda;0;0;0
49;49121;Mombuey;0;0;0
49;49122;Monfarracinos;0;0;0
49;49123;Montamarta;1;4;4
49;49124;Moral de Sayago;0;0;0
49;49125;Moraleja del Vino;0;0;0
49;49126;Moraleja de Sayago;0;0;0
49;49127;Morales del Vino;3;22;7.33
49;49128;Morales de Rey;1;10;10
49;49129;Morales de Toro;0;0;0
49;49130;Morales de Valverde;0;0;0
49;49131;Moralina;2;24;12
49;49132;Moreruela de los Infanzones;0;0;0
49;49133;Moreruela de Tábara;0;0;0
49;49134;Muelas de los Caballeros;4;26;6.5
49;49135;Muelas del Pan;3;13;4.33
49;49136;Muga de Sayago;0;0;0
49;49137;Navianos de Valverde;0;0;0
49;49138;Olmillos de Castro;0;0;0
49;49139;Otero de Bodas;0;0;0
49;49141;Pajares de la Lampreana;2;13;6.5
49;49142;Palacios del Pan;0;0;0
49;49143;Palacios de Sanabria;3;17;5.67
49;49145;Pedralba de la Pradería;0;0;0
49;49146;Pego, El;0;0;0
49;49147;Peleagonzalo;0;0;0
49;49148;Peleas de Abajo;0;0;0
49;49149;Peñausende;0;0;0
49;49150;Peque;1;6;6
49;49151;Perdigón, El;1;4;4
49;49152;Pereruela;6;51;8.5
49;49153;Perilla de Castro;1;10;10
49;49154;Pías;0;0;0
49;49155;Piedrahita de Castro;0;0;0
49;49156;Pinilla de Toro;0;0;0
49;49157;Pino del Oro;0;0;0
49;49158;Piñero, El;0;0;0
49;49159;Pobladura del Valle;0;0;0
49;49160;Pobladura de Valderaduey;0;0;0
49;49162;Porto;0;0;0
49;49163;Pozoantiguo;0;0;0
49;49164;Pozuelo de Tábara;0;0;0
49;49165;Prado;0;0;0
49;49166;Puebla de Sanabria;4;25;6.25
49;49167;Pueblica de Valverde;0;0;0
49;49168;Quintanilla del Monte;0;0;0
49;49169;Quintanilla del Olmo;0;0;0
49;49170;Quintanilla de Urz;0;0;0
49;49171;Quiruelas de Vidriales;0;0;0
49;49172;Rabanales;0;0;0
49;49173;Rábano de Aliste;0;0;0
49;49174;Requejo;0;0;0
49;49175;Revellinos;0;0;0
49;49176;Riofrío de Aliste;1;2;2
49;49177;Rionegro del Puente;0;0;0
49;49178;Roales;0;0;0
49;49179;Robleda-Cervantes;8;32;4
49;49180;Roelos de Sayago;0;0;0
49;49181;Rosinos de la Requejada;2;16;8
49;49183;Salce;1;13;13
49;49184;Samir de los Caños;0;0;0
49;49185;San Agustín del Pozo;0;0;0
49;49186;San Cebrián de Castro;0;0;0
49;49187;San Cristóbal de Entreviñas;0;0;0
49;49188;San Esteban del Molar;0;0;0
49;49189;San Justo;12;70;5.83
49;49190;San Martín de Valderaduey;0;0;0
49;49191;San Miguel de la Ribera;0;0;0
49;49192;San Miguel del Valle;0;0;0
49;49193;San Pedro de Ceque;2;14;7
49;49194;San Pedro de la Nave-Almendra;0;0;0
49;49197;Santa Clara de Avedillo;0;0;0
49;49199;Santa Colomba de las Monjas;0;0;0
49;49200;Santa Cristina de la Polvorosa;0;0;0
49;49201;Santa Croya de Tera;1;1;1
49;49202;Santa Eufemia del Barco;0;0;0
49;49203;Santa María de la Vega;0;0;0
49;49204;Santa María de Valverde;0;0;0
49;49205;Santibáñez de Tera;0;0;0
49;49206;Santibáñez de Vidriales;0;0;0
49;49207;Santovenia;0;0;0
49;49208;San Vicente de la Cabeza;0;0;0
49;49209;San Vitero;4;24;6
49;49210;Sanzoles;0;0;0
49;49214;Tábara;2;15;7.5
49;49216;Tapioles;0;0;0
49;49219;Toro;8;38;4.75
49;49220;Torre del Valle, La;1;8;8
49;49221;Torregamones;1;8;8
49;49222;Torres del Carrizal;1;15;15
49;49223;Trabazos;1;8;8
49;49224;Trefacio;11;72;6.55
49;49225;Uña de Quintana;0;0;0
49;49226;Vadillo de la Guareña;3;16;5.33
49;49227;Valcabado;0;0;0
49;49228;Valdefinjas;0;0;0
49;49229;Valdescorriel;0;0;0
49;49230;Vallesa de la Guareña;0;0;0
49;49231;Vega de Tera;0;0;0
49;49232;Vega de Villalobos;1;8;8
49;49233;Vegalatrave;0;0;0
49;49234;Venialbo;0;0;0
49;49235;Vezdemarbán;1;6;6
49;49236;Vidayanes;0;0;0
49;49237;Videmala;0;0;0
49;49238;Villabrázaro;0;0;0
49;49239;Villabuena del Puente;0;0;0
49;49240;Villadepera;1;7;7
49;49241;Villaescusa;0;0;0
49;49242;Villafáfila;0;0;0
49;49243;Villaferrueña;0;0;0
49;49244;Villageriz;0;0;0
49;49245;Villalazán;0;0;0
49;49246;Villalba de la Lampreana;1;10;10
49;49247;Villalcampo;0;0;0
49;49248;Villalobos;0;0;0
49;49249;Villalonso;0;0;0
49;49250;Villalpando;6;38;6.33
49;49251;Villalube;0;0;0
49;49252;Villamayor de Campos;0;0;0
49;49255;Villamor de los Escuderos;2;6;3
49;49256;Villanázar;0;0;0
49;49257;Villanueva de Azoague;0;0;0
49;49258;Villanueva de Campeán;0;0;0
49;49259;Villanueva de las Peras;0;0;0
49;49260;Villanueva del Campo;0;0;0
49;49261;Villaralbo;1;6;6
49;49262;Villardeciervos;0;0;0
49;49263;Villar de Fallaves;0;0;0
49;49264;Villar del Buey;1;2;2
49;49265;Villardiegua de la Ribera;0;0;0
49;49266;Villárdiga;0;0;0
49;49267;Villardondiego;0;0;0
49;49268;Villarrín de Campos;0;0;0
49;49269;Villaseco del Pan;1;5;5
49;49270;Villavendimio;0;0;0
49;49271;Villaveza del Agua;0;0;0
49;49272;Villaveza de Valverde;0;0;0
49;49273;Viñas;0;0;0
49;49275;Zamora;140;660;4.71
50;50001;Abanto;0;0;0
50;50002;Acered;0;0;0
50;50003;Agón;0;0;0
50;50004;Aguarón;1;5;5
50;50005;Aguilón;0;0;0
50;50006;Ainzón;1;6;6
